Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
MDG,Madagascar,Sub-Saharan Africa,2008,454,"1,523",,,,"19,996,469"
MDV,Maldives,South Asia,2008,"7,538","12,745",1,,,"345,054"
MEX,Mexico,Latin America & Caribbean,2008,"9,348","16,293",12,2,22,"113,661,809"
MHL,Marshall Islands,East Asia & Pacific,2008,"3,017","3,336",,,,"52,218"
MKD,North Macedonia,Europe & Central Asia,2008,"4,418","11,044",2,1,3,"2,067,378"
MLI,Mali,Sub-Saharan Africa,2008,684,"1,809",,,,"14,138,216"
MLT,Malta,Middle East & North Africa,2008,"21,142","28,432",1,0,2,"409,379"
MMR,Myanmar,East Asia & Pacific,2008,826,"3,112",2,,,"49,479,752"
MNE,Montenegro,Europe & Central Asia,2008,"6,935","14,569",4,2,6,"616,969"
MNG,Mongolia,East Asia & Pacific,2008,"2,605","7,576",8,4,12,"2,628,131"
MNP,Northern Mariana Islands,East Asia & Pacific,2008,"16,640",,,,,"57,431"
MOZ,Mozambique,Sub-Saharan Africa,2008,392,858,4,,,"22,846,758"
MRT,Mauritania,Sub-Saharan Africa,2008,"1,228","3,389",,,,"3,407,541"
MUS,Mauritius,Sub-Saharan Africa,2008,"7,456","14,855",4,3,5,"1,244,121"
MWI,Malawi,Sub-Saharan Africa,2008,421,948,5,,,"14,271,234"
MYS,Malaysia,East Asia & Pacific,2008,"8,891","20,687",2,,,"27,111,069"
NAM,Namibia,Sub-Saharan Africa,2008,"5,036","8,208",17,,,"2,106,375"
NCL,New Caledonia,East Asia & Pacific,2008,,,5,,,"242,750"
NER,Niger,Sub-Saharan Africa,2008,349,816,,,,"15,228,525"
NGA,Nigeria,Sub-Saharan Africa,2008,"2,071","4,595",,,,"150,347,390"
NIC,Nicaragua,Latin America & Caribbean,2008,"1,551","4,092",13,2,25,"5,594,506"
NLD,Netherlands,Europe & Central Asia,2008,"52,118","47,159",1,1,1,"16,445,593"
NOR,Norway,Europe & Central Asia,2008,"90,918","64,586",1,0,1,"4,768,212"
NPL,Nepal,South Asia,2008,552,"1,850",3,,,"26,475,859"
NRU,Nauru,East Asia & Pacific,2008,"4,013","5,385",,,,"9,947"
NZL,New Zealand,East Asia & Pacific,2008,"33,442","31,881",1,1,1,"4,259,800"
OMN,Oman,Middle East & North Africa,2008,"19,112","44,939",2,,,"2,759,014"
PAK,Pakistan,South Asia,2008,"1,038","4,273",7,,,"163,644,603"
PAN,Panama,Latin America & Caribbean,2008,"7,814","15,113",14,2,26,"3,516,268"
PER,Peru,Latin America & Caribbean,2008,"4,703","9,323",,,,"28,641,980"
PHL,Philippines,East Asia & Pacific,2008,"2,020","5,309",6,3,10,"90,751,864"
PLW,Palau,East Asia & Pacific,2008,"9,570","12,808",,,,"20,228"
PNG,Papua New Guinea,East Asia & Pacific,2008,"1,785","2,842",,,,"6,787,187"
POL,Poland,Europe & Central Asia,2008,"11,800","20,392",1,1,2,"38,125,759"
PRI,Puerto Rico,Latin America & Caribbean,2008,"26,791","34,380",22,3,42,"3,760,866"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2008,,,,,,"24,335,146"
PRT,Portugal,Europe & Central Asia,2008,"22,830","27,590",1,1,2,"10,558,177"
PRY,Paraguay,Latin America & Caribbean,2008,"4,060","9,079",14,2,25,"6,047,117"
PSE,West Bank and Gaza,Middle East & North Africa,2008,"2,110","3,612",1,,,"3,596,688"
PYF,French Polynesia,East Asia & Pacific,2008,,,3,,,"263,179"
QAT,Qatar,Middle East & North Africa,2008,"67,262","119,723",1,0,1,"1,389,342"
ROU,Romania,Europe & Central Asia,2008,"8,851","18,833",2,1,3,"20,537,875"
RUS,Russia,Europe & Central Asia,2008,"11,090","24,006",17,7,27,"142,742,350"
RWA,Rwanda,Sub-Saharan Africa,2008,521,"1,266",1,,,"9,708,169"
SAU,Saudi Arabia,Middle East & North Africa,2008,"19,793","46,679",,,,"25,940,770"
SDN,Sudan,Sub-Saharan Africa,2008,"1,455","3,318",5,2,8,"32,955,496"
SEN,Senegal,Sub-Saharan Africa,2008,"1,257","2,727",,,,"12,203,957"
SGP,Singapore,East Asia & Pacific,2008,"42,650","66,046",1,0,1,"4,839,396"
SLB,Solomon Islands,East Asia & Pacific,2008,"1,327","1,924",4,2,6,"504,477"
SLE,Sierra Leone,Sub-Saharan Africa,2008,385,"1,156",3,,,"6,165,372"
SLV,El Salvador,Latin America & Caribbean,2008,"3,020","6,358",52,10,99,"6,110,301"
SMR,San Marino,Europe & Central Asia,2008,"84,794","91,088",0,,,"30,351"
SOM,Somalia,Sub-Saharan Africa,2008,,,,,,"11,369,276"
SRB,Serbia,Europe & Central Asia,2008,"5,509","12,916",2,1,2,"7,350,222"
SSD,South Sudan,Sub-Saharan Africa,2008,,,,,,"9,263,136"
STP,São Tomé and Principe,Sub-Saharan Africa,2008,"1,083","2,532",8,,,"166,913"
SUR,Suriname,Latin America & Caribbean,2008,"7,827","13,397",8,4,13,"515,148"
SVK,Slovak Republic,Europe & Central Asia,2008,"16,748","25,382",2,1,2,"5,379,233"
SVN,Slovenia,Europe & Central Asia,2008,"25,447","31,138",0,0,1,"2,021,316"
SWE,Sweden,Europe & Central Asia,2008,"52,711","43,466",1,1,1,"9,219,637"
SWZ,Eswatini,Sub-Saharan Africa,2008,"3,633","7,184",19,,,"1,158,897"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2008,,,,,,"33,964"
SYC,Seychelles,Sub-Saharan Africa,2008,"10,645","20,064",7,3,10,"86,956"
SYR,Syrian Arab Republic,Middle East & North Africa,2008,,,3,,,"20,325,443"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2008,,,7,,,"29,481"
TCD,Chad,Sub-Saharan Africa,2008,809,"1,737",,,,"11,133,861"
TGO,Togo,Sub-Saharan Africa,2008,497,"1,156",,,,"6,161,796"
THA,Thailand,East Asia & Pacific,2008,"4,801","12,757",6,2,11,"66,545,760"
TJK,Tajikistan,Europe & Central Asia,2008,697,"1,990",1,1,2,"7,309,728"
TKM,Turkmenistan,Europe & Central Asia,2008,"3,949","8,845",,,,"4,935,762"
TLS,Timor-Leste,East Asia & Pacific,2008,"3,995","9,822",3,,,"1,078,110"
TON,Tonga,East Asia & Pacific,2008,"3,385","4,756",4,2,6,"103,005"
TTO,Trinidad and Tobago,Latin America & Caribbean,2008,"17,052","31,951",42,9,75,"1,315,372"
TUN,Tunisia,Middle East & North Africa,2008,"3,968","10,003",3,,,"10,407,336"
TUR,Turkey,Europe & Central Asia,2008,"10,600","17,837",5,2,8,"70,440,032"
TUV,Tuvalu,East Asia & Pacific,2008,"3,311","3,272",0,,,"10,340"
TZA,Tanzania,Sub-Saharan Africa,2008,681,"2,040",,,,"43,270,144"
UGA,Uganda,Sub-Saharan Africa,2008,565,"1,439",9,2,15,"31,663,896"
UKR,Ukraine,Europe & Central Asia,2008,"3,322","8,766",5,3,8,"46,258,200"
URY,Uruguay,Latin America & Caribbean,2008,"10,698","15,308",7,3,11,"3,350,824"
USA,United States,North America,2008,"49,365","50,396",5,2,9,"304,093,966"
UZB,Uzbekistan,Europe & Central Asia,2008,"1,228","3,782",3,1,5,"27,302,800"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,2008,"6,595","10,494",15,6,24,"109,165"
VEN,Venezuela,Latin America & Caribbean,2008,"14,652","17,897",52,5,99,"28,141,701"
VGB,British Virgin Islands,Latin America & Caribbean,2008,,,,,,"25,604"
VIR,Virgin Islands,Latin America & Caribbean,2008,"42,491",,43,4,86,"108,399"
VNM,Vietnam,East Asia & Pacific,2008,"1,192","4,010",1,,,"86,707,801"
VUT,Vanuatu,East Asia & Pacific,2008,"2,962","2,944",,,,"225,340"
WSM,Samoa,East Asia & Pacific,2008,"3,663","5,728",,,,"183,526"
XKX,Kosovo,Europe & Central Asia,2008,"3,125","7,531",6,,,"1,747,383"
YEM,Yemen,Middle East & North Africa,2008,"1,236","4,228",4,,,"22,356,391"
ZAF,South Africa,Sub-Saharan Africa,2008,"7,339","11,990",36,10,63,"50,412,129"
ZMB,Zambia,Sub-Saharan Africa,2008,"1,286","2,882",5,,,"13,082,517"
ZWE,Zimbabwe,Sub-Saharan Africa,2008,662,"1,347",,,,"13,558,469"
ABW,Aruba,Latin America & Caribbean,2009,"24,464","35,831",4,2,6,"101,453"
AFG,Afghanistan,South Asia,2009,495,"1,523",4,,,"28,004,331"
AGO,Angola,Sub-Saharan Africa,2009,"3,544","6,283",,,,"22,549,547"
ALB,Albania,Europe & Central Asia,2009,"3,928","9,525",3,0,5,"2,927,519"
AND,Andorra,Europe & Central Asia,2009,"41,980",,0,0,0,"84,462"
ARE,United Arab Emirates,Middle East & North Africa,2009,"37,203","60,770",,,,"7,666,393"
ARG,Argentina,Latin America & Caribbean,2009,"9,429","17,168",,,,"40,799,407"
ARM,Armenia,Europe & Central Asia,2009,"3,137","6,533",3,2,5,"2,888,584"
ASM,American Samoa,East Asia & Pacific,2009,"10,199",,4,,,"56,227"
ATG,Antigua and Barbuda,Latin America & Caribbean,2009,"13,271","20,942",17,,,"93,581"
AUS,Australia,East Asia & Pacific,2009,"51,690","41,267",1,1,2,"21,691,700"
AUT,Austria,Europe & Central Asia,2009,"46,123","42,657",1,1,1,"8,343,323"
AZE,Azerbaijan,Europe & Central Asia,2009,"5,639","15,394",,,,"8,947,243"
BDI,Burundi,Sub-Saharan Africa,2009,228,713,4,,,"8,489,031"
BEL,Belgium,Europe & Central Asia,2009,"43,591","40,356",2,1,2,"10,796,493"
BEN,Benin,Sub-Saharan Africa,2009,763,"1,832",,,,"8,944,706"
BFA,Burkina Faso,Sub-Saharan Africa,2009,563,"1,392",1,,,"15,141,099"
BGD,Bangladesh,South Asia,2009,726,"2,340",3,,,"150,454,708"
BGR,Bulgaria,Europe & Central Asia,2009,"6,710","14,985",2,1,3,"7,444,443"
BHR,Bahrain,Middle East & North Africa,2009,"20,797","40,717",1,,,"1,185,029"
BHS,The Bahamas,Latin America & Caribbean,2009,"28,019","29,264",25,6,44,"354,856"
BIH,Bosnia and Herzegovina,Europe & Central Asia,2009,"4,545","9,573",2,1,3,"3,746,561"
BLR,Belarus,Europe & Central Asia,2009,"5,724","15,059",5,4,7,"9,506,765"
BLZ,Belize,Latin America & Caribbean,2009,"4,304","7,799",31,6,56,"313,929"
BMU,Bermuda,North America,2009,"89,391","57,152",9,3,16,"65,636"
BOL,Bolivia,Latin America & Caribbean,2009,"1,934","5,278",8,,,"9,758,748"
BRA,Brazil,Latin America & Caribbean,2009,"10,540","13,653",23,4,43,"194,895,996"
BRB,Barbados,Latin America & Caribbean,2009,"16,224","16,446",7,2,12,"278,470"
BRN,Brunei,East Asia & Pacific,2009,"34,813","79,513",1,,,"383,772"
BTN,Bhutan,South Asia,2009,"1,986","5,852",2,,,"714,458"
BWA,Botswana,Sub-Saharan Africa,2009,"5,949","12,236",15,,,"1,979,882"
CAF,Central African Republic,Sub-Saharan Africa,2009,438,864,,,,"4,404,230"
CAN,Canada,North America,2009,"46,544","39,924",2,1,3,"33,628,571"
CHE,Switzerland,Europe & Central Asia,2009,"73,189","54,806",1,1,1,"7,743,831"
CHI,Channel Islands,Europe & Central Asia,2009,,,,,,"158,603"
CHL,Chile,Latin America & Caribbean,2009,"12,268","18,547",4,1,6,"16,829,442"
CHN,China,East Asia & Pacific,2009,"4,142","8,652",1,,,"1,331,260,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,2009,"1,224","2,699",,,,"19,936,366"
CMR,Cameroon,Sub-Saharan Africa,2009,"1,301","2,911",7,,,"19,432,541"
COD,Dem. Rep. Congo,Sub-Saharan Africa,2009,323,637,,,,"62,409,435"
COG,Congo,Sub-Saharan Africa,2009,"2,596","4,918",,,,"4,253,712"
COL,Colombia,Latin America & Caribbean,2009,"6,037","10,456",35,5,65,"45,416,181"
COM,Comoros,Sub-Saharan Africa,2009,"1,298","2,394",,,,"673,252"
CPV,Cabo Verde,Sub-Saharan Africa,2009,"3,301","5,807",8,,,"496,963"
CRI,Costa Rica,Latin America & Caribbean,2009,"7,912","12,544",12,3,21,"4,488,263"
CUB,Cuba,Latin America & Caribbean,2009,"5,551",,5,3,7,"11,318,602"
CUW,Curaçao,Latin America & Caribbean,2009,,,,,,"146,833"
CYM,Cayman Islands,Latin America & Caribbean,2009,,"52,960",15,,,"54,279"
CYP,Cyprus,Europe & Central Asia,2009,"31,218","34,353",2,1,2,"1,098,076"
CZE,Czech Republic,Europe & Central Asia,2009,"19,424","27,804",1,1,1,"10,443,936"
DEU,Germany,Europe & Central Asia,2009,"40,086","38,784",1,1,1,"81,902,307"
DJI,Djibouti,Middle East & North Africa,2009,,,,,,"836,840"
DMA,Dominica,Latin America & Caribbean,2009,"6,887","10,159",18,,,"71,229"
DNK,Denmark,Europe & Central Asia,2009,"57,229","43,383",1,1,1,"5,523,095"
DOM,Dominican Republic,Latin America & Caribbean,2009,"5,101","10,413",24,4,45,"9,767,758"
DZA,Algeria,Middle East & North Africa,2009,"4,386","12,648",1,,,"35,465,760"
ECU,Ecuador,Latin America & Caribbean,2009,"4,573","9,184",18,4,32,"14,691,275"
EGY,Egypt,Middle East & North Africa,2009,"2,524","9,563",1,0,2,"82,465,022"
ERI,Eritrea,Sub-Saharan Africa,2009,481,"1,412",,,,"4,310,334"
ESP,Spain,Europe & Central Asia,2009,"30,874","32,653",1,1,1,"46,362,946"
EST,Estonia,Europe & Central Asia,2009,"14,283","22,188",5,3,8,"1,334,515"
ETH,Ethiopia,Sub-Saharan Africa,2009,311,980,,,,"85,416,253"
FIN,Finland,Europe & Central Asia,2009,"45,066","38,868",2,1,3,"5,338,871"
FJI,Fiji,East Asia & Pacific,2009,"3,580","7,208",3,2,5,"851,967"
FRA,France,Europe & Central Asia,2009,"40,052","36,284",1,,,"64,707,044"
FRO,Faroe Islands,Europe & Central Asia,2009,,,,,,"48,517"
FSM,Micronesia,East Asia & Pacific,2009,"2,795","3,221",,,,"103,960"
GAB,Gabon,Sub-Saharan Africa,2009,"8,450","14,822",,,,"1,586,754"
GBR,United Kingdom,Europe & Central Asia,2009,"38,546","36,010",1,1,2,"62,276,270"
GEO,Georgia,Europe & Central Asia,2009,"2,872","6,523",5,1,9,"3,814,419"
GHA,Ghana,Sub-Saharan Africa,2009,"1,247","2,908",2,,,"23,903,831"
GIB,Gibraltar,Europe & Central Asia,2009,,,0,,,"32,956"
GIN,Guinea,Sub-Saharan Africa,2009,619,"1,535",,,,"10,556,524"
GMB,The Gambia,Sub-Saharan Africa,2009,545,"1,593",,,,"1,639,560"
GNB,Guinea-Bissau,Sub-Saharan Africa,2009,535,"1,373",,,,"1,517,448"
GNQ,Equatorial Guinea,Sub-Saharan Africa,2009,"19,685","38,738",,,,"909,111"
GRC,Greece,Europe & Central Asia,2009,"28,515","30,430",1,0,2,"11,107,017"
GRD,Grenada,Latin America & Caribbean,2009,"7,431","11,277",7,6,8,"104,296"
GRL,Greenland,Europe & Central Asia,2009,"43,685",,18,,,"56,323"
GTM,Guatemala,Latin America & Caribbean,2009,"2,807","6,670",45,10,82,"14,316,208"
GUM,Guam,East Asia & Pacific,2009,"30,112",,3,,,"159,231"
GUY,Guyana,Latin America & Caribbean,2009,"2,927","5,622",16,8,24,"745,693"
HKG,"Hong Kong SAR, China",East Asia & Pacific,2009,"30,711","45,390",1,1,1,"6,972,800"
HND,Honduras,Latin America & Caribbean,2009,"1,900","3,904",66,9,123,"8,035,021"
HRV,Croatia,Europe & Central Asia,2009,"14,108","21,020",1,1,1,"4,305,181"
HTI,Haiti,Latin America & Caribbean,2009,711,"1,613",6,,,"9,852,870"
HUN,Hungary,Europe & Central Asia,2009,"12,974","22,203",1,1,2,"10,022,650"
IDN,Indonesia,East Asia & Pacific,2009,"2,970","8,045",1,,,"239,340,478"
IMN,Isle of Man,Europe & Central Asia,2009,"72,178",,,,,"79,325"
IND,India,South Asia,2009,"1,272","4,170",4,3,4,"1,214,270,132"
IRL,Ireland,Europe & Central Asia,2009,"48,072","42,943",1,0,2,"4,535,375"
IRN,Iran,Middle East & North Africa,2009,"6,248","17,162",3,,,"73,687,565"
IRQ,Iraq,Middle East & North Africa,2009,"4,355","12,299",9,6,11,"29,894,652"
ISL,Iceland,Europe & Central Asia,2009,"43,355","40,444",0,0,1,"318,499"
ISR,Israel,Middle East & North Africa,2009,"29,659","28,697",2,1,3,"7,485,600"
ITA,Italy,Europe & Central Asia,2009,"35,363","35,710",1,1,1,"59,095,365"
JAM,Jamaica,Latin America & Caribbean,2009,"4,777","8,156",60,11,110,"2,804,082"
JOR,Jordan,Middle East & North Africa,2009,"3,787","9,749",1,1,2,"6,821,116"
JPN,Japan,East Asia & Pacific,2009,"42,725","34,318",0,0,0,"128,047,000"
KAZ,Kazakhstan,Europe & Central Asia,2009,"8,574","18,996",11,5,17,"16,092,822"
KEN,Kenya,Sub-Saharan Africa,2009,917,"2,347",5,,,"40,237,204"
KGZ,Kyrgyz Republic,Europe & Central Asia,2009,895,"2,837",8,5,11,"5,383,300"
KHM,Cambodia,East Asia & Pacific,2009,753,"2,418",2,,,"14,090,208"
KIR,Kiribati,East Asia & Pacific,2009,"1,567","1,810",1,,,"100,568"
KNA,St. Kitts and Nevis,Latin America & Caribbean,2009,"15,293","24,024",53,,,"50,886"
KOR,Korea,East Asia & Pacific,2009,"20,843","28,643",,,,"49,307,835"
KWT,Kuwait,Middle East & North Africa,2009,"41,937","81,923",2,1,2,"2,818,939"
LAO,Lao PDR,East Asia & Pacific,2009,"1,068","3,947",,,,"6,152,036"
LBN,Lebanon,Middle East & North Africa,2009,"8,501","15,788",3,,,"4,183,156"
LBR,Liberia,Sub-Saharan Africa,2009,494,"1,060",4,,,"3,811,528"
LBY,Libya,Middle East & North Africa,2009,"11,632","28,435",,,,"6,121,053"
LCA,St. Lucia,Latin America & Caribbean,2009,"8,068","11,876",23,7,39,"171,022"
LIE,Liechtenstein,Europe & Central Asia,2009,,,0,,,"35,766"
LKA,Sri Lanka,South Asia,2009,"2,616","7,945",5,2,9,"20,075,086"
LSO,Lesotho,Sub-Saharan Africa,2009,"1,103","2,254",36,,,"2,019,209"
LTU,Lithuania,Europe & Central Asia,2009,"11,547","20,300",8,4,13,"3,162,916"
LUX,Luxembourg,Europe & Central Asia,2009,"101,940","89,099",1,0,2,"497,783"
LVA,Latvia,Europe & Central Asia,2009,"11,548","18,609",5,,,"2,141,669"
MAC,"Macao SAR, China",East Asia & Pacific,2009,"42,739","80,121",1,1,1,"525,313"
MAF,St. Martin (French part),Latin America & Caribbean,2009,,,,,,"29,820"
MAR,Morocco,Middle East & North Africa,2009,"2,766","6,288",1,0,2,"31,989,897"
MCO,Monaco,Europe & Central Asia,2009,"143,830",,0,,,"36,534"
MDA,Moldova,Europe & Central Asia,2009,"1,522","3,648",6,3,9,"3,565,604"
MDG,Madagascar,Sub-Saharan Africa,2009,423,"1,421",,,,"20,569,121"
MDV,Maldives,South Asia,2009,"6,806","11,508",2,,,"354,501"
MEX,Mexico,Latin America & Caribbean,2009,"8,712","15,186",17,3,31,"115,505,228"
MHL,Marshall Islands,East Asia & Pacific,2009,"2,962","3,275",,,,"52,320"
MKD,North Macedonia,Europe & Central Asia,2009,"4,399","10,995",2,1,2,"2,069,093"
MLI,Mali,Sub-Saharan Africa,2009,694,"1,833",,,,"14,606,597"
MLT,Malta,Middle East & North Africa,2009,"20,467","27,523",1,1,0,"412,477"
MMR,Myanmar,East Asia & Pacific,2009,907,"3,418",2,1,3,"49,800,690"
MNE,Montenegro,Europe & Central Asia,2009,"6,519","13,694",3,2,5,"618,294"
MNG,Mongolia,East Asia & Pacific,2009,"2,533","7,368",8,4,12,"2,668,289"
MNP,Northern Mariana Islands,East Asia & Pacific,2009,"14,156",,,,,"55,674"
MOZ,Mozambique,Sub-Saharan Africa,2009,405,886,3,,,"23,524,063"
MRT,Mauritania,Sub-Saharan Africa,2009,"1,181","3,259",,,,"3,506,288"
MUS,Mauritius,Sub-Saharan Africa,2009,"7,683","15,306",3,3,4,"1,247,429"
MWI,Malawi,Sub-Saharan Africa,2009,443,996,2,,,"14,714,602"
MYS,Malaysia,East Asia & Pacific,2009,"8,599","20,009",2,,,"27,605,383"
NAM,Namibia,Sub-Saharan Africa,2009,"4,979","8,114",18,,,"2,137,040"
NCL,New Caledonia,East Asia & Pacific,2009,,,3,,,"245,950"
NER,Niger,Sub-Saharan Africa,2009,334,780,,,,"15,813,913"
NGA,Nigeria,Sub-Saharan Africa,2009,"2,179","4,834",,,,"154,402,181"
NIC,Nicaragua,Latin America & Caribbean,2009,"1,480","3,907",14,3,25,"5,666,581"
NLD,Netherlands,Europe & Central Asia,2009,"49,897","45,149",1,1,1,"16,530,388"
NOR,Norway,Europe & Central Asia,2009,"88,260","62,698",1,0,1,"4,828,726"
NPL,Nepal,South Asia,2009,571,"1,915",3,,,"26,741,103"
NRU,Nauru,East Asia & Pacific,2009,"4,361","5,852",,,,"9,945"
NZL,New Zealand,East Asia & Pacific,2009,"33,744","32,169",2,1,2,"4,302,600"
OMN,Oman,Middle East & North Africa,2009,"19,409","45,636",1,,,"2,882,942"
PAK,Pakistan,South Asia,2009,"1,045","4,304",7,,,"167,049,580"
PAN,Panama,Latin America & Caribbean,2009,"7,772","15,031",16,2,29,"3,579,385"
PER,Peru,Latin America & Caribbean,2009,"4,696","9,309",,,,"29,001,507"
PHL,Philippines,East Asia & Pacific,2009,"2,011","5,285",10,3,16,"92,220,879"
PLW,Palau,East Asia & Pacific,2009,"8,952","11,981",,,,"20,342"
PNG,Papua New Guinea,East Asia & Pacific,2009,"1,863","2,965",,,,"6,947,447"
POL,Poland,Europe & Central Asia,2009,"12,125","20,953",1,1,2,"38,151,603"
PRI,Puerto Rico,Latin America & Caribbean,2009,"26,411","33,893",24,3,47,"3,740,410"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,2009,,,,,,"24,463,021"
PRT,Portugal,Europe & Central Asia,2009,"22,129","26,743",1,1,2,"10,568,247"
PRY,Paraguay,Latin America & Caribbean,2009,"3,996","8,936",13,2,24,"6,127,837"
PSE,West Bank and Gaza,Middle East & North Africa,2009,"2,227","4,179",1,,,"3,702,218"
PYF,French Polynesia,East Asia & Pacific,2009,,,0,,,"265,581"
QAT,Qatar,Middle East & North Africa,2009,"65,769","117,065",1,1,1,"1,590,780"
ROU,Romania,Europe & Central Asia,2009,"8,397","17,868",2,1,3,"20,367,487"
RUS,Russia,Europe & Central Asia,2009,"10,220","22,122",15,7,24,"142,785,342"
RWA,Rwanda,Sub-Saharan Africa,2009,539,"1,309",,,,"9,977,446"
SAU,Saudi Arabia,Middle East & North Africa,2009,"18,861","44,481",,,,"26,661,492"
SDN,Sudan,Sub-Saharan Africa,2009,"1,464","3,338",,,,"33,650,619"
SEN,Senegal,Sub-Saharan Africa,2009,"1,247","2,707",,,,"12,550,917"
SGP,Singapore,East Asia & Pacific,2009,"41,133","63,697",0,0,1,"4,987,573"
SLB,Solomon Islands,East Asia & Pacific,2009,"1,236","1,792",,,,"516,079"
SLE,Sierra Leone,Sub-Saharan Africa,2009,388,"1,166",3,,,"6,310,260"
SLV,El Salvador,Latin America & Caribbean,2009,"2,944","6,198",71,18,130,"6,137,276"
SMR,San Marino,Europe & Central Asia,2009,"73,024","78,445",0,,,"30,723"
SOM,Somalia,Sub-Saharan Africa,2009,,,,,,"11,707,990"
SRB,Serbia,Europe & Central Asia,2009,"5,359","12,564",2,1,3,"7,320,807"
SSD,South Sudan,Sub-Saharan Africa,2009,,,,,,"9,670,667"
STP,São Tomé and Principe,Sub-Saharan Africa,2009,"1,084","2,534",3,,,"170,813"
SUR,Suriname,Latin America & Caribbean,2009,"7,979","13,656",,,,"520,619"
SVK,Slovak Republic,Europe & Central Asia,2009,"15,819","23,974",1,1,2,"5,386,406"
SVN,Slovenia,Europe & Central Asia,2009,"23,252","28,452",1,1,1,"2,039,669"
SWE,Sweden,Europe & Central Asia,2009,"49,554","40,863",1,1,1,"9,298,515"
SWZ,Eswatini,Sub-Saharan Africa,2009,"3,622","7,162",16,,,"1,180,675"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,2009,,"32,875",,,,"34,238"
SYC,Seychelles,Sub-Saharan Africa,2009,"10,486","19,765",15,6,24,"87,298"
SYR,Syrian Arab Republic,Middle East & North Africa,2009,,,2,,,"20,824,893"
TCA,Turks and Caicos Islands,Latin America & Caribbean,2009,,,7,,,"30,245"
TCD,Chad,Sub-Saharan Africa,2009,816,"1,752",,,,"11,502,786"
TGO,Togo,Sub-Saharan Africa,2009,510,"1,187",,,,"6,330,472"
THA,Thailand,East Asia & Pacific,2009,"4,744","12,605",6,1,10,"66,881,867"
TJK,Tajikistan,Europe & Central Asia,2009,709,"2,022",1,1,2,"7,472,819"
TKM,Turkmenistan,Europe & Central Asia,2009,"4,130","9,249",,,,"5,007,950"
TLS,Timor-Leste,East Asia & Pacific,2009,"3,705","9,110",3,,,"1,092,021"
TON,Tonga,East Asia & Pacific,2009,"3,443","4,836",8,6,10,"103,604"
TTO,Trinidad and Tobago,Latin America & Caribbean,2009,"16,226","30,404",38,6,71,"1,321,618"
TUN,Tunisia,Middle East & North Africa,2009,"4,045","10,196",2,,,"10,521,834"
TUR,Turkey,Europe & Central Asia,2009,"9,974","16,783",5,3,8,"71,339,185"
TUV,Tuvalu,East Asia & Pacific,2009,"3,133","3,097",0,,,"10,441"
